S_StudentID,S_FirstName,S_LastName,S_Year,S_GPA,S_MajorID,S_AdvisorID
582,Matthew,Crowder,Fr,3.15,29,17710
583,Kerry,Braswell,So,1.69,42,20291
584,Danielle,Jordan,So,0.41,42,19440
585,Wayne,Townsend,Sr,1.52,7,118
586,Gayle,Bradshaw,Fr,3.42,78,1456
587,Juan,Bullock,Jr,3.47,8,22340
588,Charles,Parrish,Fr,3.90,30,2017
589,Gail,Barr,Sr,0.91,83,1656
590,Edna,Crabtree,Sr,3.89,18,12104
591,Brent,Marshall,Fr,0.72,71,11812
592,Claudia,Pierce,Sr,0.88,29,11197
593,Gwendolyn,Ferrell,Sr,1.35,56,5663
594,Ted,Boyette,Jr,0.98,71,11405
595,Andrea,Case,So,1.57,18,20830
596,Alison,Blair,So,3.87,8,11666
597,Bernice,Reed,Fr,1.09,29,17062
598,Pam,Washington,Fr,1.50,23,15067
599,Beth,Hanna,Jr,3.35,8,11798
600,Jerome,Clements,Jr,1.83,55,7691
601,Carmen,Gillespie,Fr,2.15,43,11215
602,Carolyn,Donnelly,Jr,0.65,50,15931
603,Paul,Blackburn,Sr,3.63,72,12187
604,Norma,McKay,Fr,1.90,46,14326
605,Julie,Kelly,Fr,3.93,77,22443
606,Wallace,Ayers,Sr,1.81,14,12270
607,Charles,Kane,Fr,0.75,7,9325
608,Alfred,Garcia,Fr,1.53,44,171
609,Nathan,Moss,Sr,3.99,45,20983
610,Dianne,Davidson,Sr,2.33,28,22148
611,Ross,Watson,So,2.17,58,1022
612,Kristine,Rubin,Fr,3.06,79,11827
613,Caroline,Douglas,Fr,3.96,74,4733
614,Craig,Wilkins,Jr,3.24,35,14013
615,Tamara,Forrest,So,1.49,25,8133
616,Lillian,Hirsch,Sr,0.38,71,5059
617,Ernest,Tuttle,Fr,1.91,46,12024
618,Ken,Shelton,Fr,0.73,11,17486
619,Renee,Whitley,Fr,2.76,25,17906
620,Elsie,Wilcox,Sr,2.55,15,24320
621,Sam,Harris,Jr,0.42,74,1602
622,Jeanette,Bradshaw,Fr,0.87,9,21414
623,Bernice,Gallagher,Jr,1.46,8,14903
624,Allen,Alexander,Sr,3.26,72,6457
625,Kay,Godwin,So,2.31,57,24123
626,Alfred,Gilbert,Fr,1.14,81,11691
627,Tammy,Keller,So,2.84,71,13008
628,Ruth,Bush,So,0.27,76,16244
629,Jessica,Peck,Sr,3.78,60,3919
630,Eddie,Rich,So,0.18,55,20831
631,Joyce,Wells,Fr,2.16,8,15956
632,Nathan,Rowland,Jr,0.57,38,21180
633,Lauren,Pitts,Fr,2.77,42,24151
634,Clara,Hauser,Sr,0.03,5,14127
635,Betty,Zhu,Sr,2.76,66,4594
636,Beth,Cho,Jr,2.19,44,15128
637,Norma,Williams,Sr,3.24,4,6648
638,Jill,Honeycutt,Jr,2.27,13,19219
639,Bonnie,Riggs,Fr,3.73,25,9306
640,Marian,Pierce,Fr,2.65,44,24138
641,Linda,Bray,Fr,1.22,1,17567
642,Theresa,Drake,Sr,0.02,75,353
643,Lynn,Kirkland,Jr,3.91,36,8857
644,Melinda,Barrett,Jr,3.13,70,3047
645,Melinda,Justice,Jr,2.17,69,16450
646,Alexander,Hart,Jr,0.72,10,4482
647,Dianne,Burnett,Jr,0.91,50,2
648,Amanda,Bishop,So,3.34,78,23076
649,Roberta,Cohen,So,1.47,21,10206
650,Kerry,Howard,So,2.74,24,2761
651,Stanley,Ross,So,3.86,19,12634
652,Eva,Goodman,Fr,2.89,63,22191
653,Robert,Sims,Fr,1.60,36,14335
654,Christine,Friedman,So,0.02,41,22984
655,Shawn,Hedrick,Sr,1.38,75,14271
656,Kara,McAllister,Sr,0.40,1,23867
657,Anne,Hewitt,So,3.88,5,7541
658,Bernice,Gentry,Sr,3.22,38,5953
659,Beverly,Desai,Jr,3.70,43,13245
660,James,Alford,Sr,1.22,81,8791
661,Gene,Daniel,Jr,0.77,20,7676
662,Nelson,Foley,Jr,2.26,80,16455
663,Edna,Neal,Fr,3.16,53,14336
664,Luis,Chambers,So,1.15,60,12976
665,Glenn,Everett,Sr,2.25,63,16587
666,Jack,Wise,So,2.62,83,15790
667,Edgar,Shaffer,Sr,2.16,82,12850
668,Edwin,Livingston,So,0.82,77,13231
669,Ruby,Siegel,Jr,2.71,14,15593
670,Carla,Bolton,Fr,1.40,80,11217
671,Eva,Dennis,Jr,2.33,28,22178
672,Sally,Vick,Jr,1.87,30,20483
673,Janice,Diaz,Sr,1.19,37,13923
674,Deborah,Miller,Sr,1.79,75,18909
675,Kerry,Haynes,Sr,1.94,47,12565
676,Debbie,Wolf,Sr,1.02,23,5980
677,Kristine,Craft,Fr,3.87,66,24970
678,Geoffrey,Decker,Sr,3.58,16,16318
679,Lewis,Jackson,Jr,1.93,27,21073
680,Jack,Cooke,Sr,0.56,16,5019
681,Maureen,Gold,So,0.01,12,20441
682,Thelma,Stern,Jr,1.38,2,5989
683,Rodney,Richmond,So,1.88,49,16584
684,Renee,Adcock,Fr,3.31,7,20697
685,Kim,Hancock,Fr,1.60,78,18081
686,Glen,Eaton,Sr,1.01,32,2304
687,Ralph,Mangum,Fr,1.65,47,1783
688,Wade,Spencer,So,1.80,51,5774
689,Diana,Honeycutt,Sr,1.11,48,9190
690,Frederick,Greer,So,2.89,25,14683
691,Heather,Peele,So,2.04,78,17358
692,Constance,Kramer,So,2.85,52,1306
693,Phillip,Mullen,Jr,1.90,62,2460
694,Anita,Bland,Jr,2.09,53,7052
695,Shirley,Goodwin,Fr,0.86,37,19829
696,Rhonda,Griffith,Fr,1.22,73,10446
697,Leah,Fischer,Jr,3.05,22,1427
698,Heidi,Mitchell,Fr,1.41,81,15132
699,Michael,Schmidt,Fr,1.17,61,324
700,Darlene,Duffy,Sr,1.08,33,21291
701,Jim,Spence,Fr,0.78,81,13180
702,Jenny,Fletcher,Jr,0.25,82,14498
703,Sherry,Thomson,So,3.79,3,17790
704,Kent,Francis,Sr,2.80,45,15592
705,Kelly,Garrison,Jr,2.89,11,255
706,Ruby,Cash,Fr,1.64,25,5280
707,Lorraine,Little,Jr,2.15,50,20155
708,Gladys,Hansen,Fr,2.99,38,11451
709,Guy,Barbour,Jr,3.34,80,10960
710,Katie,Li,So,4.00,70,19685
711,Leon,Law,Sr,3.90,32,23829
712,Mitchell,Nicholson,Fr,1.60,15,2919
713,Henry,Kelly,So,0.30,42,7800
714,Tamara,Becker,Fr,1.47,45,21804
715,Walter,Crowder,Fr,0.28,63,5534
716,Gayle,Yates,Jr,3.28,15,21814
717,Wayne,Holland,Sr,1.26,74,2304
718,Robin,Holland,Sr,2.86,30,2539
719,James,Lyons,So,1.67,45,3488
720,Arthur,Rouse,Fr,0.73,45,1170
721,Helen,Hendrix,So,3.41,58,7439
722,Sean,Kumar,Sr,3.93,10,13191
723,Kara,Boyer,So,3.80,47,273
724,Jerome,Locklear,Jr,0.19,78,21505
725,Bradley,Rodgers,Sr,0.20,55,13000
726,Edward,Weeks,Sr,1.84,10,17316
727,Ruth,Conway,Sr,0.20,30,9939
728,Francis,Roach,So,1.29,52,22870
729,Roy,Spivey,So,3.58,33,15223
730,Dolores,Hodges,Fr,3.67,55,24146
731,Tina,Lin,So,3.84,35,22735
732,Ethel,Kumar,Jr,1.67,21,7468
733,Gladys,Hawkins,Sr,3.95,72,7992
734,Priscilla,Gross,Sr,0.18,27,10047
735,Nicole,Malone,Sr,2.94,17,20634
736,Vicki,Hanson,Sr,0.35,10,10756
737,Curtis,Joseph,So,1.98,68,5772
738,Wesley,Morse,Fr,2.86,76,10259
739,Vivian,McDonald,Fr,2.21,59,21383
740,Nicole,Barton,Fr,2.13,82,11432
741,Esther,Holmes,So,2.68,42,10559
742,Kristen,Alford,Fr,2.64,64,12892
743,Elizabeth,Cunningham,Fr,2.99,54,6020
744,Howard,Quinn,Jr,2.17,11,19299
745,Terri,Schwartz,So,2.29,39,10662
746,Harriet,Nelson,So,3.81,9,9071
747,Colleen,Dolan,So,0.97,14,19146
748,Jonathan,Hirsch,So,3.25,78,23871
749,Phyllis,Singleton,Fr,3.06,53,3128
750,Rick,Waters,Jr,1.58,39,17479
751,Kyle,Hong,So,3.04,3,19686
752,Mary,Goodwin,So,2.95,14,22042
753,Kurt,Potter,Jr,0.77,15,7395
754,Kim,Pearce,Sr,3.93,76,22219
755,Sheila,McCormick,Fr,3.04,27,9940
756,Jesse,Brewer,Jr,1.50,41,18024
757,Franklin,Barr,So,1.91,52,6760
758,Paul,Forrest,So,2.73,78,906
759,Gerald,Pritchard,Jr,0.44,37,7395
760,Sheryl,Weaver,Jr,2.68,61,1980
761,Tara,Lassiter,Sr,1.24,51,19075
762,Joan,Kemp,Jr,1.40,7,12973
763,Nancy,Owen,Sr,1.24,53,23211
764,Randall,Ball,Fr,0.61,32,21054
765,Jose,Talley,Sr,2.58,31,14813
766,Stanley,Fischer,Jr,0.17,2,17060
767,Thomas,Sumner,Fr,0.67,60,24322
768,Jill,Sullivan,So,1.45,32,20747
769,Clifford,Clements,Fr,0.92,38,3157
770,Jose,Woodard,Jr,0.88,46,7382
771,Thelma,Klein,Sr,0.54,34,21092
772,Natalie,Crabtree,Sr,2.74,23,23269
773,Erik,Wang,Fr,2.09,77,2465
774,Brad,Moran,So,3.34,63,6758
775,Brent,Wong,Fr,0.68,48,9326
776,Matthew,Garrett,Sr,1.92,17,21547
777,Gretchen,Sullivan,So,0.69,5,19005
778,Jenny,Howell,So,1.90,83,18590
779,Carl,Herman,Sr,3.13,10,15195
780,Eileen,Drake,So,3.09,73,16447
781,Marcia,Brennan,Fr,0.61,64,1618
782,Benjamin,Rollins,So,3.39,74,21430
783,Kerry,Gates,Jr,0.75,69,9729
784,Melvin,McBride,Sr,0.57,52,20144
785,Keith,McIntyre,Fr,0.76,61,728
786,Mildred,Michael,Sr,2.95,64,2428
787,Lisa,Pearson,Jr,3.20,65,17277
788,Mildred,Wade,Jr,1.97,12,6941
789,Jessica,Nash,So,1.56,69,15406
790,Sheila,Wu,Fr,1.14,74,3242
791,Catherine,Bradshaw,Sr,3.22,14,15005
792,Jeremy,Tanner,Jr,3.92,68,24456
793,Roberta,McAllister,So,1.17,71,9390
794,Roy,McKenna,Sr,2.06,15,16617
795,Sylvia,Stuart,Sr,0.29,12,19587
796,Sherry,Poe,Fr,0.30,55,2584
797,Joy,Pearce,So,2.13,30,7023
798,Helen,Rowe,Sr,3.47,79,5383
799,Timothy,Denton,Jr,0.63,59,19641
800,Kenneth,Evans,Sr,0.04,51,8676
801,Russell,Stephenson,Sr,3.27,74,24519
802,Allison,Ray,Jr,0.61,6,11982
803,Shelley,Collins,So,0.44,70,18256
804,Bruce,Shields,Fr,3.64,59,21055
805,Juanita,Wilkinson,Sr,3.88,64,23857
806,Mildred,Lam,Fr,0.84,64,18947
807,Vicki,Kelly,Jr,3.54,59,6139
808,Laurie,Hughes,Jr,0.62,70,13884
809,Pamela,Glover,So,4.00,4,15075
810,Charlie,Morse,Sr,2.97,34,15549
811,Lynda,McMillan,Jr,0.97,10,6556
812,Shawn,McKenzie,Jr,2.98,26,17498
813,Marianne,Malone,Sr,0.76,39,22919
814,Geoffrey,Connor,Fr,0.70,69,2942
815,Joann,Shields,Jr,1.67,19,21727
816,Megan,Gentry,Sr,1.38,40,20388
817,Rita,Shelton,Sr,2.42,80,14866
818,Danielle,Bloom,So,3.71,60,123
819,Sheila,Brock,Sr,3.18,9,24295
820,Cheryl,Reeves,Sr,2.18,76,14682
821,Clara,Cohen,Fr,1.48,7,8827
822,Evelyn,Wilson,Jr,2.62,11,14885
823,Clara,Massey,So,1.95,66,5143
824,Jessica,Cooper,So,0.03,47,24973
825,Lauren,Jenkins,Fr,3.11,67,15960
826,Francis,Hamilton,So,1.87,23,2886
827,Bonnie,Caldwell,Jr,1.86,9,7818
828,Glen,Thomas,Jr,3.55,77,21276
829,Bryan,Durham,Sr,3.92,7,3850
830,Marianne,Todd,Sr,1.87,15,12721
831,Tracey,Garrison,Sr,2.88,71,8214
832,Harriet,Richmond,Jr,1.33,26,4681
833,Lynne,Hicks,So,0.64,38,18128
834,Jerry,Baldwin,Jr,1.44,44,11736
835,Ken,O'Brien,Fr,3.90,43,1627
836,Kevin,McBride,Sr,0.42,76,6036
837,Keith,Pace,Jr,1.18,77,24343
838,Christopher,Hu,Fr,0.51,35,10054
839,Maureen,English,So,0.58,34,10787
840,Shelley,Armstrong,Jr,3.93,6,17141
841,Donald,Block,Sr,0.85,76,21179
842,Victor,Bates,Sr,2.77,30,2743
843,Brooke,Lopez,Sr,1.61,1,6058
844,Cathy,Barefoot,So,3.74,13,4089
845,Randall,Hendricks,Jr,0.56,78,22187
846,Lester,Link,Jr,2.80,73,5563
847,Edith,Freedman,Jr,3.83,17,13791
848,Norma,Malone,Jr,0.87,45,22598
849,Erika,Willis,Sr,1.19,7,24286
850,Edwin,Barker,Fr,0.89,1,24813
851,Vernon,Carlton,Fr,2.45,27,12494
852,Jenny,Wiggins,Jr,0.65,58,85
853,Shawn,McIntyre,So,2.58,69,1003
854,Vanessa,Murphy,So,1.16,8,19803
855,Barry,Moody,Jr,1.47,39,7631
856,Roy,Bishop,Sr,0.91,79,2972
857,Donald,Stewart,Sr,2.87,40,9528
858,Maxine,Neal,So,1.07,8,10277
859,Carlos,Gold,Jr,2.87,55,8728
860,Patsy,Dickerson,Jr,3.38,30,19433
861,Connie,Lancaster,So,0.88,27,19516
862,Karl,Kennedy,Fr,2.16,57,9399
863,Heidi,Aycock,Fr,1.23,74,11682
864,Sidney,Owen,Sr,0.22,16,14418
865,Margaret,McDowell,Jr,2.99,65,2010
866,Herbert,Barefoot,Sr,3.17,34,5289
867,Tracey,Austin,Sr,1.76,79,11637
868,Jeff,Ross,So,2.29,12,2647
869,LeRoy,McKenna,Fr,3.12,71,17668
870,April,Jacobson,Sr,2.48,71,21010
871,Wade,Harvey,Fr,0.95,22,5605
872,Martha,Martin,So,2.73,65,7479
873,Colleen,Lim,So,1.55,54,6942
874,Dawn,Bernstein,Jr,0.71,46,12928
875,Alfred,Washington,So,2.29,81,9203
876,Lisa,Chan,So,3.85,32,7816
877,Oscar,Hood,Jr,1.75,31,9747
878,Marguerite,Moser,So,3.58,3,22316
879,Tonya,Woodard,Sr,2.96,54,20525
880,Jerry,Hamrick,Fr,1.44,18,11641
881,Amy,Howell,Sr,1.24,78,8532
882,Erik,Currie,Sr,2.83,19,15254
883,Carla,Duncan,Sr,2.25,21,1747
884,Sue,Pierce,Sr,2.29,53,14924
885,Zachary,Harrington,So,1.43,72,10887
886,Wayne,Cannon,Sr,0.77,30,6765
887,Marcia,Burnett,So,0.95,37,13880
888,Christian,Ward,So,1.63,76,13245
889,Christina,Curtis,Fr,3.69,48,18909
890,Jackie,Miles,Sr,0.33,72,21450
891,Marian,Monroe,Jr,0.61,10,11774
892,Nancy,Barrett,So,3.12,78,8339
893,Robert,Bender,Jr,2.25,9,18705
894,Marcus,Alford,So,3.65,37,22398
895,Arlene,Lester,So,3.61,12,670
896,Peggy,Garrison,Jr,1.23,55,22235
897,Earl,McBride,Fr,2.55,46,23606
898,Dorothy,Blanton,Jr,0.41,1,14463
899,Jordan,Meyer,Sr,0.70,19,20196
900,Clifford,Vaughn,Sr,0.41,43,9208
901,Charles,Zhou,Fr,0.74,28,13079
902,Norma,Herring,Sr,1.74,82,16126
903,Helen,Walker,Fr,0.39,64,13981
904,Wesley,Phelps,Sr,3.47,68,18922
905,Ann,Drake,Jr,0.04,19,6926
906,Sam,Watts,So,0.24,36,19113
907,Danny,Weiss,Fr,1.75,35,9540
908,Yvonne,Osborne,So,1.86,48,18291
909,Bob,Berry,Fr,3.31,56,18751
910,Shirley,Tuttle,Fr,3.57,28,3237
911,Stanley,Alexander,Fr,2.59,65,21665
912,Greg,Greenberg,Sr,3.66,24,17309
913,Marcus,Jensen,Fr,3.92,64,5984
914,Sara,Phillips,Jr,0.17,60,13829
915,Rita,Frederick,Jr,3.82,15,20327
916,Anita,Huff,Fr,3.17,58,22403
917,Penny,Link,Sr,1.77,64,22763
918,Rosemary,Murphy,Sr,3.48,47,16841
919,Christy,Li,Jr,2.25,52,23475
920,Christian,Browning,Fr,2.35,15,231
921,Jackie,James,So,0.81,17,5658
922,Clyde,Lowry,Sr,1.81,6,21403
923,Carol,Harris,Jr,1.94,13,8024
924,Timothy,Crews,So,1.09,78,11158
925,Phyllis,McDonald,Jr,3.03,25,17693
926,Marsha,Rosenberg,Fr,0.45,78,628
927,Theodore,Bloom,Fr,3.28,81,1361
928,Penny,McLaughlin,Fr,0.20,20,13788
929,Amanda,Steele,So,1.45,17,5594
930,Ashley,Martin,So,1.65,81,23672
931,Kent,Jackson,So,1.52,48,9546
932,Jimmy,James,Fr,2.49,7,15822
933,Martha,Rubin,Fr,3.87,52,15002
934,Judith,Dickson,So,2.54,79,15742
935,Brad,Middleton,Fr,1.89,81,9601
936,Dolores,Jain,Fr,3.54,26,894
937,Arlene,McCall,Sr,3.78,9,24896
938,Marie,Burnett,Sr,2.85,51,22226
939,Marshall,Brennan,So,0.37,48,17529
940,Juan,Sharp,Fr,3.11,56,2008
941,Julie,Best,Jr,0.03,15,14130
942,Lloyd,Forrest,Fr,0.95,20,12820
943,Julian,Boyer,So,0.12,75,6562
944,Eric,Foster,Fr,3.20,48,19485
945,Joann,Duncan,Fr,2.92,68,16959
946,Peter,Wood,So,1.92,5,12928
947,Charlie,Boyle,So,1.77,51,16168
948,Neil,Brandon,Fr,1.69,76,3866
949,Derek,Spencer,Jr,1.44,44,4924
950,Cynthia,Hogan,Jr,0.72,12,24024
951,Grace,Singh,Fr,0.33,69,8186
952,Donald,Lyon,Fr,3.14,58,10741
953,Floyd,Ellis,Sr,2.23,11,3304
954,Michele,Hogan,Jr,2.20,19,2040
955,Charlie,Noble,So,2.52,53,23538
956,Patrick,Kahn,So,3.13,82,15297
957,Edith,Howard,Jr,2.80,57,14845
958,Eric,Hancock,Fr,0.11,41,1826
959,Stanley,Turner,So,0.83,57,13679
960,Ellen,Beatty,Fr,2.41,79,10082
961,Hilda,Roberts,Sr,0.92,25,4479
962,Ronald,Holmes,Sr,3.32,36,8304
963,Thomas,Hull,So,0.55,16,8348
964,Andrea,Maxwell,Sr,3.20,78,24194
965,Juan,Vaughan,So,0.78,55,17502
966,Bonnie,Clements,So,3.91,35,24967
967,Cameron,Haas,So,1.60,68,17751
968,Roberta,Ball,Fr,0.74,80,23727
969,Clara,Smith,Sr,0.45,61,14125
970,Oscar,May,Jr,0.26,37,23426
971,Ernest,Cho,Jr,3.37,11,23940
972,Cindy,Bray,So,3.63,26,9059
973,Annie,Lloyd,Jr,2.14,36,9374
974,Claudia,O'Brien,Jr,0.24,58,12495
975,Debbie,Browning,So,3.35,69,22685
976,Leo,Gill,Sr,0.03,62,2452
977,Jon,Vincent,Sr,0.53,36,19461
978,Dennis,Simon,Sr,3.49,60,6362
979,Neil,Wood,Sr,1.60,46,23173
980,Nicole,Buckley,So,2.63,42,19376
981,Karen,Hudson,Fr,3.90,64,4147
982,Albert,Carlson,Fr,0.32,9,10877
983,Gail,Rodriguez,So,1.96,3,5794
984,Greg,Moser,Fr,2.80,26,11410
985,Jesse,Sloan,Fr,2.26,53,18719
986,Kim,Boyle,So,3.82,71,19113
987,Melissa,McClure,So,3.75,71,16487
988,Pam,Talley,Sr,2.93,45,10621
989,Lisa,Atkinson,Fr,1.50,62,806
990,Gayle,Elliott,Sr,0.03,13,16599
991,Howard,Cohen,So,2.04,7,3229
992,Carole,Weiss,Sr,1.82,7,15658
993,Guy,Lam,Fr,2.94,80,24261
994,Gwendolyn,Perkins,Fr,2.44,24,12587
995,Jim,Small,Jr,1.61,69,4701
996,Albert,Field,Sr,1.72,45,12460
997,Clarence,Nolan,Jr,3.45,39,6222
998,Carrie,Miles,Fr,0.11,51,17695
999,Clifford,Blackwell,Sr,2.36,51,8881
1000,Evelyn,Higgins,Sr,3.92,10,23943
1001,Clifford,Smith,Fr,1.24,3,20490
1002,Roy,Lyon,Sr,2.65,2,6328
1003,Cindy,Williams,Fr,0.42,20,10363
1004,Lester,Wagner,Sr,0.26,24,4069
1005,Howard,Hunt,Fr,0.24,43,7770
1006,Kathy,Bullard,Jr,0.41,23,10756
1007,Lynne,Gallagher,Fr,0.73,9,9397
1008,Paul,Cassidy,So,0.81,27,22608
1009,Brooke,Farrell,Jr,2.47,60,14442
1010,Shirley,Liu,Sr,0.90,43,22517
1011,Elsie,Pridgen,So,0.27,77,1342
1012,Ricky,Sanders,Fr,3.57,57,20980
1013,Joshua,Williamson,So,2.70,61,12258
1014,Gladys,Ayers,Jr,2.61,74,6337
1015,LeRoy,Blum,Fr,1.51,39,10055
1016,Heather,Carter,Fr,3.89,5,1658
1017,Zachary,Byrne,Fr,2.39,10,10541
1018,Troy,Day,Jr,1.66,58,7129
1019,Marjorie,Morse,So,2.95,2,24982
1020,Christian,Allen,So,0.65,8,9091
1021,Sylvia,Heath,So,3.22,77,4862
1022,Ellen,Rosenthal,Sr,1.66,33,3294
1023,Edith,Higgins,Jr,0.07,73,22930
1024,Aaron,Carr,So,1.71,46,6932
1025,Alvin,Rodgers,Jr,2.50,59,16099
1026,Frederick,Cook,So,2.32,80,1813
1027,Sandy,Hamilton,Fr,3.40,45,12316
1028,Chad,Braun,Fr,2.14,76,6443
1029,Theodore,Creech,Sr,3.53,43,94
1030,Todd,Warren,Sr,1.02,68,3199
1031,Philip,Malone,Jr,0.93,48,19459
1032,Louise,Davies,So,3.45,18,5234
1033,Lee,Gardner,Jr,3.87,52,16110
1034,Warren,Mann,Jr,1.90,57,23467
1035,Edna,Roach,So,2.27,20,10924
1036,Lee,Davis,Fr,2.59,35,13868
1037,Mitchell,Dennis,Fr,0.46,27,5809
1038,Priscilla,Richmond,Sr,1.59,33,16030
1039,Marilyn,Craig,Jr,0.08,83,766
1040,Tonya,Mullins,Sr,2.83,70,2314
1041,Maxine,Carey,So,0.13,79,19052
1042,Claire,Spivey,So,0.70,52,18505
1043,Tim,Heller,So,3.20,70,13631
1044,Angela,Walters,So,0.45,2,20378
1045,Christian,Burns,So,3.00,81,6636
1046,Franklin,Sinclair,Sr,3.55,21,888
1047,Steve,Montgomery,So,0.14,15,1052
1048,Lisa,Wolf,Fr,1.19,34,4338
1049,Marcia,Decker,Jr,3.04,69,23106
1050,Mike,Boyle,Sr,2.28,75,12113
1051,Judith,Coble,Jr,2.98,51,24681
1052,Jesse,Franklin,Fr,2.46,70,17891
1053,Douglas,Morrow,Jr,1.32,71,22084
1054,Eddie,McIntosh,Jr,3.63,54,683
1055,Hugh,Fink,Jr,0.33,55,21324
1056,Dan,Berg,So,2.69,65,23216
1057,Vernon,Gray,Jr,0.50,46,1161
1058,Tiffany,Rowe,Jr,3.18,26,15656
1059,Marion,Arthur,Jr,0.46,39,6397
1060,Marsha,Barton,Sr,2.99,30,12467
1061,Steven,Stone,So,0.22,68,334
1062,Sandy,Ross,Fr,1.92,8,14811
1063,Louis,Glass,Fr,2.01,83,17328
1064,Meredith,Hartman,Jr,0.35,2,1174
1065,Luis,Paul,Sr,1.51,46,1586
1066,Matthew,Cooper,Fr,0.11,9,13780
1067,Sheila,Riggs,Fr,0.80,67,5686
1068,Lucy,Padgett,Jr,3.29,32,11983
1069,Caroline,Roth,So,1.13,7,24687
1070,Kristine,Reynolds,Jr,1.81,52,9177
1071,Raymond,Price,So,1.02,29,12476
1072,Albert,McFarland,So,0.27,37,18278
1073,Amanda,Kuhn,Jr,2.17,38,14834
1074,Nelson,Jones,So,1.00,19,10137
1075,Tracey,Kahn,Jr,3.85,25,17363
1076,Malcolm,Rao,So,2.58,67,21145
1077,Esther,Leach,Jr,3.47,74,24305
1078,Cynthia,Batchelor,Sr,1.61,81,6888
1079,Francis,Watson,So,2.16,63,13575
1080,Curtis,Law,Sr,1.28,14,15923
1081,Christopher,Jensen,Fr,1.52,38,11015
1082,Alvin,Nelson,Jr,2.59,6,24784
1083,Eric,McGee,Fr,2.94,2,19493
1084,Dale,Crawford,Fr,2.32,5,7249
1085,Ben,Price,Sr,3.74,20,18524
1086,Jane,Byrne,Fr,3.14,13,2182
1087,Ellen,Donnelly,Fr,2.97,4,22751
1088,Constance,Pace,So,2.35,69,14120
1089,Dan,Browning,Jr,1.95,38,24260
1090,Tammy,Matthews,Fr,2.54,71,23164
1091,Bob,Spivey,Fr,3.21,50,12208
1092,Ruby,Bullard,Fr,1.37,1,10073
1093,Karl,Rao,Fr,0.41,4,1443
1094,Laurence,Williams,So,3.98,32,1280
1095,Joy,Crews,So,2.62,47,21389
1096,Mitchell,Justice,So,3.41,53,1446
1097,Dwight,Johnson,Jr,3.21,63,330
1098,Johnny,Cash,So,1.47,12,10809
1099,Rhonda,Archer,Fr,2.34,36,9496
1100,Lauren,Hong,So,2.83,19,10313
1101,Martha,Lindsay,Fr,2.78,56,12537
1102,Kara,Kelley,Sr,1.45,43,2832
1103,Marcus,Hull,Sr,1.19,76,22102
1104,Debra,Savage,So,2.71,26,4861
1105,Benjamin,May,Fr,0.46,43,447
1106,Joan,Vaughan,Jr,0.89,78,3182
1107,Jacqueline,Adcock,So,0.93,58,19186
1108,Theodore,Beasley,So,0.22,12,6668
1109,Wanda,Rankin,Jr,0.58,46,9016
1110,Heidi,Hogan,Sr,1.42,22,23479
1111,Joel,Washington,Fr,3.81,52,4569
1112,Malcolm,Rowland,Jr,1.96,16,12859
1113,Rosemary,Pugh,Fr,2.55,77,2055
1114,Denise,Gray,Fr,1.78,21,22568
1115,Pam,Freedman,Fr,0.02,29,16996
1116,Joan,Jones,So,1.66,61,8782
1117,Jerry,Hawkins,Fr,1.73,9,19058
1118,Tracy,Sun,So,3.46,6,9804
1119,Willie,Clarke,So,0.28,1,22872
1120,Howard,Durham,So,1.83,13,12644
1121,Timothy,Graves,Sr,1.35,15,21439
1122,Lawrence,Gupta,Fr,2.82,38,3609
1123,Calvin,Gill,Sr,0.97,16,6107
1124,Jean,Brock,So,1.91,63,6859
1125,Erica,Hawkins,Fr,3.04,25,23627
1126,Vivian,Harris,Fr,1.71,10,9811
1127,Frances,Bynum,Fr,0.54,30,6628
1128,Frances,Connolly,Jr,1.10,28,24746
1129,Matthew,Finley,Sr,1.64,4,11130
1130,Cynthia,Sherman,Fr,3.90,48,5197
1131,Helen,Michael,So,1.88,72,4775
1132,Maurice,Lynn,Jr,0.95,74,16781
1133,Nathan,Atkinson,Sr,2.29,26,15415
1134,Diane,Lucas,Sr,3.90,69,525
1135,Rick,Wolfe,Sr,3.58,9,6918
1136,Stanley,Connor,Fr,0.91,68,22053
1137,Samantha,Livingston,Sr,2.07,28,19378
1138,Jeanette,House,Fr,3.68,47,6657
1139,Victoria,Schwarz,Jr,2.95,60,16169
1140,Penny,Collier,Sr,1.48,34,17995
1141,Ruby,Rollins,Fr,3.79,21,14198
1142,Bernice,Rollins,So,2.64,25,22224
1143,Joanne,Rodgers,Jr,2.11,34,4720
1144,Sally,Patrick,Sr,1.99,23,7229
1145,Bill,Little,Fr,3.06,22,16698
1146,Joshua,Monroe,Jr,2.06,26,1673
1147,Edward,Hayes,Fr,3.19,48,8086
1148,Monica,Brooks,Sr,0.64,22,6578
1149,Vicki,Arthur,Sr,1.62,16,14758
1150,Rosemary,Underwood,Jr,0.91,2,13525
1151,Jim,Sweeney,Fr,2.18,28,6188
1152,Connie,Kirkland,Sr,3.97,36,742
1153,Holly,Harper,Fr,2.33,47,9274
1154,Julie,Bell,Jr,2.95,9,23341
1155,Brooke,Stein,So,1.84,29,532
1156,Judy,Rowland,So,1.88,44,3829
1157,Matthew,Carr,Fr,2.58,13,5569
1158,Arthur,Kern,Sr,1.91,81,14520
1159,Jamie,Hoyle,Jr,0.41,51,17653
